# Generated by build_pictures.py. Columns: polish <TAB> english <TAB> photo search phrase (empty: no picture).
nieskuteczny	ineffective	ineffective medicine
wydajny	efficient	fast computer
opłacalny	profitable	profitable business
kosztowny	costly	expensive repair
zbędny	redundant	unnecessary checkbox
niezbędny	necessary	glass of water
istotny	relevant	
drugorzędny	secondary	
zasadniczy	fundamental	
powierzchowny	superficial	
dogłębny	profound	
szczegółowy	detailed	detailed document
ogólny	general	
konkretny	specific	specific example
abstrakcyjny	abstract	
teoretyczny	theoretical	
praktyczny	practical	practical solution
stosowny	appropriate	
niestosowny	inappropriate	
uzasadniony	justified	
bezpodstawny	unfounded	
uprawniony	authorized	
zobowiązany	obliged	
odpowiedzialny	responsible	responsible woman
świadomy	aware	
nieświadomy	unconscious	
celowy	purposeful	
przypadkowy	casual	
zamierzony	intended	
nieumyślny	involuntary	
stopniowy	gradual	
gwałtowny	violent	heavy rain
trwały	durable	durable material
przejściowy	temporary	
stały	constant	
zmienny	variable	changing weather
niestabilny	unstable	wobbly table
wzajemny	mutual	
jednostronny	unilateral	
obopólny	reciprocal	
wspólny	common	common plan
odrębny	separate	separate rooms
porównywalny	comparable	
nieporównywalny	incomparable	
przeciętny	average	
wyjątkowy	exceptional	special gift
typowy	typical	typical morning
nietypowy	atypical	unusual question
rzekomy	alleged	suspect in police lineup
domniemany	presumed	suspect in police lineup
faktyczny	actual	
pozorny	apparent	
zauważyć	to notice	
dostrzec	to perceive	house in fog
rozróżniać	to distinguish	children sorting colors
porównywać	to compare	comparing prices
zestawiać	to put together	teacher comparing plans
przewidywać	to predict	
zakładać	to assume	
wnioskować	to conclude	
stwierdzać	to state	
potwierdzać	to confirm	
zaprzeczać	to deny	
przyznawać	to admit	
uznawać	to recognize	
odrzucać	to reject	rejected proposal
przyjmować	to accept	credit card payment
rozważać	to consider	
oceniać	to evaluate	teacher grading papers
szacować	to estimate	police estimate damage
obliczać	to calculate	calculator math
sprawdzać się	to test myself	
okazywać się	to show off	
wynikać	to result	
prowadzić do	to lead to	
powodować	to cause	
wywoływać	to evoke	laughter at movie
wpływać	to influence	
oddziaływać	to affect	
ograniczać	to limit	doctor limiting salt
umożliwiać	to enable	internet learning
uniemożliwiać	to prevent	
ułatwiać	to make it easier	road map
utrudniać	to make it difficult	
przyspieszać	to accelerate	car speeding up
spowalniać	to slow down	traffic jam
zwiększać	to increase	exercise increases strength
zmniejszać	to reduce	pain relief medicine
utrzymywać poziom	to maintain the level	
osiągać	to achieve	
przekraczać	to exceed	speeding car
spełniać	to fulfill	
zaniedbywać	to neglect	
naruszać	to violate	
przestrzegać	to follow	
egzekwować	to enforce	
nadzorować	to supervise	office manager supervising
zarządzać	to manage	businesswoman managing company
koordynować	to coordinate	meeting coordinator
delegować	to delegate	manager delegating tasks
konsultować	to consult	doctor consultation
negocjować	to negotiate	business negotiation
ustalać	to establish	setting meeting date
uzgadniać	to agree on	agreement meeting
rozstrzygać	to settle	
łagodzić	to soothe	soothing tea
zaostrzać	to tighten	
odraczać	to postpone	court postponement
przyspieszyć decyzję	speed up the decision	
wdrażać	to roll out	software rollout
testować	to test	testing mobile app
wdrożenie pilotażowe	pilot implementation	pilot program in store
awaria	malfunction	power outage
usterka	fault	washing machine repair
naprawa	repair	repairing household appliance
konserwacja	maintenance	maintenance work
gwarancja	guarantee	warranty certificate
zwrot	return	product return
wymiana	exchange	product exchange
zaliczka	advance	rental deposit
zadłużenie	debt	
wypłacalność	solvency	
oszczędności	savings	savings jar
wydatki	expenses	
przychód	revenue	store revenue
obrót	rotation	Earth orbit
udziałowiec	shareholder	business shareholder
zarząd	management	company management
walne zgromadzenie	general meeting	corporate meeting
ramię	arm	human arm
łokieć	elbow	human elbow
kolano	knee	human knee
stopa	foot	human foot
szyja	neck	human neck
brew	eyebrow	eyebrow close up
warga	lip	swollen lip
czoło	forehead	forehead close up
policzek	cheek	cheek kiss
paznokieć	nail	broken fingernail
żołądek	stomach	human stomach anatomy
płuca	lungs	human lungs anatomy
mózg	brain	human brain anatomy
wątroba	liver	human liver anatomy
gorączka	fever	person with fever
kaszel	cough	person coughing
katar	rhinitis	runny nose person
grypa	flu	person with flu
przeziębienie	cold (illness)	person with cold illness
alergia	allergy	allergy symptoms
rana	wound	fresh wound bleeding
badanie	examination	medical examination
wizyta	visit	doctor appointment
recepta	prescription	doctor prescription
szczepienie	vaccination	vaccination shot
operacja	operation	surgery operation
dieta	diet	
oddychać	to breathe	person breathing hard
leczyć	to treat	
boleć	to hurt	
wyzdrowieć	to get better	
tabletka	tablet	medicine tablet
syrop	syrup	cough syrup
maść	ointment	ointment cream
zastrzyk	shot	injection shot
witamina	vitamin	vitamin pills
antybiotyk	antibiotic	antibiotic capsules
dawka	dose	medicine dose
plaster	plaster	adhesive bandage
bandaż	bandage	medical bandage
termometr	thermometer	digital thermometer
apteczka	first aid kit	first aid kit
kropla	drop	water drop
farmaceuta	pharmacist	pharmacist at counter
lek	drug, medicine	medicine bottle
bez recepty	over the counter	
opakowanie	packaging	medicine packaging
ulotka	leaflet	medicine leaflet
dawkowanie	dosage	
zamiennik	substitute	product substitute
kolejka	queue	shopping queue
oddział	ward, department	hospital ward
izba przyjęć	admission room	hospital emergency room
chirurg	surgeon	surgeon in scrubs
pacjent	patient	hospital patient
kroplówka	drip	IV drip
karetka	ambulance	ambulance
zabieg	procedure	medical procedure
rejestracja	registration	hospital reception desk
wyniki	results	
pożar	fire	house fire
alarm	alarm	fire alarm
ewakuacja	evacuation	building evacuation
ratownik	lifeguard	lifeguard on beach
gaśnica	fire extinguisher	fire extinguisher
numer alarmowy	emergency number	
ofiara	victim	car accident victim
ostrzeżenie	warning	warning sign
zagrożenie	danger	
komisariat	police station	police station
mandat	mandate	parking ticket
przestępca	criminal	criminal mugshot
złodziej	thief	thief stealing bike
aresztować	to arrest	police arresting man
śledztwo	investigation	
zeznanie	testimony	
patrol	patrol	police patrol car
zgłosić	to report	
sędzia	judge	judge in courtroom
prokurator	prosecutor	prosecutor in courtroom
wyrok	verdict	
rozprawa	hearing	court hearing
skarga	complaint	written complaint
konstytucja	constitution	
ustawa	act	
obrona	defense	sports defense
oskarżony	accused	accused person court
sejm	lower house of parliament	parliament building
senat	senate	senate chamber
głosowanie	vote	people voting
kampania	campaign	
poseł	envoy	political envoy
premier	prime minister	prime minister podium
opozycja	opposition	political opposition
koalicja	coalition	political coalition
samorząd	local government	local government building
demokracja	democracy	
Polska	Poland	map of Poland
Niemcy	Germany	map of Germany
Francja	France	map of France
Anglia	England	map of England
Hiszpania	Spain	map of Spain
Włochy	Italy	map of Italy
Ukraina	Ukraine	map of Ukraine
Czechy	The czech republic	map of Czech Republic
Rosja	Russia	map of Russia
Stany Zjednoczone	United States	map of United States
Wielka Brytania	Great Britain	map of Great Britain
Szwecja	Sweden	map of Sweden
Norwegia	Norway	map of Norway
Litwa	Lithuania	Lithuania map
Słowacja	Slovakia	Slovakia map
Węgry	Hungary	Hungary map
Chiny	China	China map
Japonia	Japan	Japan map
Warszawa	Warsaw	Warsaw skyline
Kraków	Cracow	Krakow city skyline
Gdańsk	Gdansk	Gdansk city skyline
Wrocław	Wroclaw	Wroclaw city skyline
Poznań	Poznan	Poznan city skyline
stolica	capital	
centrum	center	
dzielnica	district	city district street
ratusz	town hall	town hall building
most	bridge	stone bridge
park	park	city park
plac	square	city square
przedmieścia	suburbs	suburban houses
zabytek	monument	historic monument
pomnik	statue	statue in square
kościół	church	church building
zamek	castle, lock	door lock
przewodnik	guide	tour guide
muzeum	museum	museum interior
wystawa	exhibition	art exhibition
pamiątka	souvenir	souvenir gift shop
atrakcja	attraction	tourist attraction
zwiedzanie	sightseeing	
wstęp	entry	entrance sign
turysta	tourist	tourist with backpack
sezon	season	
nocleg	accommodation	hotel room
zameldowanie	check-in	
wymeldowanie	check-out	
pokojówka	maid	hotel maid cleaning room
winda	elevator	elevator interior
pościel	linen	bed sheets
sejf	safe	hotel safe
portier	porter	hotel porter
odlot	departure	airport departure board
przylot	arrival	airport arrival board
lot	flight	airplane in flight
odprawa	check-in (airport)	
bramka	gate, goal	airport gate
stewardessa	stewardess	flight attendant
opóźnienie	delay	
karta pokładowa	boarding pass	boarding pass
celnik	publican	customs officer
terminal	terminal	airport terminal
metro	subway	subway train
tramwaj	tram	tram on street
taksówka	taxi	taxi car
korek	traffic jam, cork	traffic jam
parking	car park	car park
benzyna	gas	gasoline fuel pump
kierownica	steering wheel	steering wheel
silnik	engine	car engine
prędkość	speed	
rozkład jazdy	timetable	train timetable
peron	platform	train platform
wsiadać	to get in	boarding bus
wysiadać	to get off	exiting bus
skręcać	to turn	car turning left
zakręt	turn	road curve
skrzyżowanie	intersection	road intersection
rondo	roundabout	roundabout road
róg	corner, horn	street corner
naprzeciwko	opposite	
obok	next to	
pomiędzy	between	
nad	over	
kierunek	direction	
odległość	distance	
proszę powtórzyć	please repeat	
wszystko dobrze	all good	
dlaczego	why	
uczyć się polskiego	learn Polish	
mój chłopak	my boyfriend	boyfriend and girlfriend
moja dziewczyna	my girlfriend	girlfriend portrait
moje hobby	my hobby	
bezokolicznik	infinitive	
mieć rację	to be right	
oscypek	smoked sheep cheese	smoked sheep cheese
pół	half	
gospodarz	host	host serving guests
gospodyni	hostess	hostess serving guests
nudzić się	to be bored	
bogaty	rich	rich man
biedny	poor	poor man
polecać	to recommend	
kantor	cantor	currency exchange office
zaspany	sleepy	sleepy person
chętnie	gladly	
mieć ochotę na	feel like	
suszony	dried	dried tomatoes
świeży	fresh	fresh bread
miękki	soft	soft blanket
twardy	hard	hard table
doniczka	flower pot	flower pot
węgorz	eel	eel fish
uwielbiać	to adore	
zamawiać	to order	ordering pizza
zapiekanka	casserole	baked casserole
coś dobrze brzmi	something sounds good	
rozwiedziona	divorced	divorced woman
nie żyje	he is dead	dead person
drzewo genealogiczne	family tree	family tree chart
rozmawiać	to talk	people talking
stuprocentowy	one hundred percent	
umówić się	to make an appointment	make appointment doctor
odbierać telefon	answer the phone	answer phone
mieć zasięg	have range	
marzenie	dream	
odpisywać	to reply	reply to email
szczęście	luck	
jednocześnie	simultaneously	
światło	light	ceiling light
światła	lights	city lights
krzyż	cross	stone cross
krzyżówka	crossword	crossword puzzle
wygrać	to win	win a game
plasterek	slice	slice of cheese
zapałki	matches	box of matches
zgrzewka	a pack	pack of water bottles
bochenek	loaf	loaf of bread
wybierać się	to be setting off	leaving for doctor
nie cierpieć	not to suffer	
zmyślać	to make things up	telling lies
zależeć od	depend on	
pora roku	season	seasonal landscape
przysłowie	proverb	
zaczynać się	to begin	
kończyć się	to end	
mieć nadzieję	to hope	
modny	trendy	trendy dress
marudny	strenuous	
plotki	gossip	
plotkować	to gossip	
strasznie	terribly	
piętro	floor	apartment floor
mebel	piece of furniture	piece of furniture
parter	ground floor	ground floor interior
kamienica	tenement	historic tenement building
kominek	fireplace	fireplace in living room
spiżarnia	pantry	pantry shelves
przeprowadzać się	to move	moving house boxes
zaspać	to oversleep	
zdarzać się	to happen	
jeśli chodzi o	when it comes to	
graniczyć	to border	border between countries
połączenie	connection	internet connection
średniowiecze	middle Ages	medieval castle
obchodzić urodziny	celebrate a birthday	birthday celebration
komunizm	communism	
kieliszek	small glass	small glass
zostawać	to stay	
zejść	to go down	person walking downstairs
należeć	to belong	
zabór	annexation	
pod względem	in terms of	
międzywojenny	interwar period	historic interwar photo
ciuch	rag	old rag clothes
nosić	to wear	person wearing glasses
mieć na sobie	wear	person wearing shirt
olśniewający	resplendent	smiling woman portrait
kiepski	lousy	
strzyżenie	clipping	short haircut
pozwolić na	allow for	
wygląd zewnętrzny	external appearance	
części ciała	body parts	human body parts
zażywać	to take medicine	taking medicine tablets
przypadek	case	
sprawa do załatwienia	a matter to be dealt with	
usługi	services	
doładować kartę	top up your card	mobile phone top up
korzystać	to use	people using library
zepsuć się	to spoil myself	
naprawić	to repair	repairing a bicycle
nieodpowiedzialny	irresponsible	
puszka	can, tin	tin can
dynia	pumpkin	pumpkin
głaz	boulder	boulder rock
grób	grave	grave stone
kit	putty	putty repair
kwas	acid	acid liquid
łaska	mercy, grace	
młodzieniec	young man	young man
palacz	smoker	smoking man
pamiętnik	diary	open diary
sad	orchard	apple orchard
szyna	rail	rail tracks
uroda	beauty, looks	
angielski	English	English language
belka	beam	wooden beam
wełna	wool	wool sweater
zakaz	ban, prohibition	
żyletka	razor blade	razor blade
urok	charm	
dzieło	work (of art)	artwork painting
szczęka	jaw	human jaw
łuk	bow, arch	archer bow
pieczeń	roast	roast beef
brak	lack, shortage	
broń	weapon	handgun weapon
gadać	to chat, to natter	
gęba	mouth, gob	mouth close up
autokar	coach	coach bus
batonik	chocolate bar	chocolate bar
pozór	appearance, pretence	
ordynarny	vulgar, crude	vulgar man
aktualny	current, up to date	
aktualnie	currently	
ewentualnie	possibly, alternatively	
akurat	just, exactly	
dres	tracksuit	tracksuit
fabryka	factory	factory building
lunatyk	sleepwalker	sleepwalking man
prezerwatywa	condom	condom package
sympatia	liking, sweetheart	
patetyczny	pompous, grandiloquent	
konkurs	competition, contest	trophy competition
ekspedientka	shop assistant	shop assistant
renta	disability pension	
regał	bookcase, shelving	bookcase shelves
rejs	cruise, voyage	cruise ship
transparent	banner	protest banner
klozet	toilet	toilet bowl
stadium	stage, phase	
obligacja	bond	
frekwencja	turnout, attendance	attendance at event
dyrekcja	management	
facet	guy	man standing
pupil	pet, favourite	pet cat
szop	raccoon	raccoon
spinacz	paper clip	paper clip
klej	glue	glue bottle
but	shoe	shoe
bak	fuel tank	fuel tank
bat	whip	horse whip
hurt	wholesale	
herb	coat of arms	coat of arms
handel	trade	
post	fast (abstaining from food)	
kat	executioner	executioner
car	tsar	tsar
rak	crayfish, cancer	crayfish
raj	paradise	tropical paradise
tort	layer cake	layer cake
blankiet	blank form	blank form
grom	thunderbolt	lightning bolt
fart	luck	
gust	taste (in style)	
kask	helmet	bicycle helmet
knot	wick	candle wick
pasta	paste	toothpaste tube
paw	peacock	peacock with tail
prom	ferry	passenger ferry
step	steppe	steppe grassland
szalet	public toilet	public toilet
talon	voucher, coupon	store coupon
wagary	truancy	
walet	jack (playing card)	jack playing card
apartament	luxury flat, suite	luxury apartment
audycja	broadcast	
akord	chord	guitar chord
boks	boxing	boxing ring
manifestacja	demonstration, rally	street protest
resort	ministry, department	
sympatyczny	nice, likeable	
fatalny	terrible, awful	
genialny	brilliant	
kaucja	deposit	security deposit
lektura	set reading, reading	
komunikacja	public transport	public transportation
pilot	remote control	tv remote
lokal	premises, venue	event venue
kombinezon	overalls, jumpsuit	work coveralls
karawan	hearse	funeral hearse
dudy	bagpipes	bagpipes
chart	greyhound	greyhound dog
sztuka	art	
